,hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_units_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
1300,383300,1301,CPT,REMOVAL (1.5 CENTIMETERS OR GREATER) TISSUE BENEATH THE SKIN GROWTH OF HAND OR FINGER,,,,,,,26111,,,,,,,,,,facility,outpatient,cash,,,10239.92,,Capitation,Package,
1301,383300,1302,CPT,REMOVAL (1.5 CENTIMETERS OR GREATER) TISSUE BENEATH THE SKIN GROWTH OF HAND OR FINGER,,,,,,,26111,,,,,,,,,,facility,outpatient,min,,,394.05,,Capitation,Package,
1302,383300,1303,CPT,REMOVAL (1.5 CENTIMETERS OR GREATER) TISSUE BENEATH THE SKIN GROWTH OF HAND OR FINGER,,,,,,,26111,,,,,,,,,,facility,outpatient,max,,,394.05,,Capitation,Package,
1304,383300,1305,CPT,REMOVAL (1.5 CENTIMETERS OR GREATER) TISSUE BENEATH THE SKIN GROWTH OF HAND OR FINGER,,,,,,,26111,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,394.05,,Capitation,Package,
1305,383300,1306,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,gross,,,11088.2,,Capitation,Line,
1306,383300,1307,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,cash,,,11088.2,,Capitation,Line,
1307,383300,1308,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,min,,,5626,,Capitation,Line,
1308,383300,1309,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,max,,,5626,,Capitation,Line,
1310,383300,1311,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,5626,,Capitation,Line,
1311,383300,1312,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,gross,,,11991.53,,Capitation,Package,
1312,383300,1313,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,cash,,,11991.53,,Capitation,Package,
1313,383300,1314,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,min,,,5626,,Capitation,Package,
1314,383300,1315,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,max,,,5626,,Capitation,Package,
1316,383300,1317,CPT,REMOVAL OF GROWTH OF TENDON FINGER OR HAND,,,,,,,26160,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,5626,,Capitation,Package,
1317,383300,1318,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,gross,,,3256.08,,Capitation,Line,
1318,383300,1319,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,cash,,,3256.08,,Capitation,Line,
1319,383300,1320,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,min,,,2516.39,,Capitation,Line,
1320,383300,1321,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,max,,,2516.39,,Capitation,Line,
1322,383300,1323,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,2516.39,,Capitation,Line,
1323,383300,1324,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,gross,,,7159.82,,Capitation,Package,
1324,383300,1325,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,cash,,,7159.82,,Capitation,Package,
1325,383300,1326,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,min,,,2516.39,,Capitation,Package,
1326,383300,1327,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,max,,,2516.39,,Capitation,Package,
1328,383300,1329,CPT,REMOVAL OF TENDON OF FINGER,,,,,,,26180,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,2516.39,,Capitation,Package,
1329,383300,1330,CPT,REMOVAL OF CYST OR GROWTH FROM HAND BONE,,,,,,,26200,,,,,,,,,,facility,outpatient,gross,,,9768.2,,Capitation,Line,
1330,383300,1331,CPT,REMOVAL OF CYST OR GROWTH FROM HAND BONE,,,,,,,26200,,,,,,,,,,facility,outpatient,cash,,,9768.2,,Capitation,Line,
1331,383300,1332,CPT,REMOVAL OF CYST OR GROWTH FROM HAND BONE,,,,,,,26200,,,,,,,,,,facility,outpatient,gross,,,11522.99,,Capitation,Package,
1332,383300,1333,CPT,REMOVAL OF CYST OR GROWTH FROM HAND BONE,,,,,,,26200,,,,,,,,,,facility,outpatient,cash,,,11522.99,,Capitation,Package,
1333,383300,1334,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,gross,,,4136.06,,Capitation,Line,
1334,383300,1335,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,cash,,,4136.06,,Capitation,Line,
1335,383300,1336,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,min,,,2155.98,,Capitation,Line,
1336,383300,1337,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,max,,,3191.72,,Capitation,Line,
1338,383300,1339,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,3191.72,,Capitation,Line,
1339,383300,1340,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,2155.98,,Capitation,Line,
1340,383300,1341,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,gross,,,13733.39,,Capitation,Package,
1341,383300,1342,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,cash,,,13733.39,,Capitation,Package,
1342,383300,1343,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,min,,,2155.98,,Capitation,Package,
1343,383300,1344,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,max,,,3191.72,,Capitation,Package,
1345,383300,1346,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,3191.72,,Capitation,Package,
1346,383300,1347,CPT,REMOVAL OF CYST OR GROWTH OF FINGER BONE,,,,,,,26210,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,2155.98,,Capitation,Package,
1347,383300,1348,CPT,PARTIAL REMOVAL OF HAND BONE,,,,,,,26230,,,,,,,,,,facility,outpatient,gross,,,6204.1,,Capitation,Line,
1348,383300,1349,CPT,PARTIAL REMOVAL OF HAND BONE,,,,,,,26230,,,,,,,,,,facility,outpatient,cash,,,6204.1,,Capitation,Line,
1349,383300,1350,CPT,PARTIAL REMOVAL OF HAND BONE,,,,,,,26230,,,,,,,,,,facility,outpatient,gross,,,14336.85,,Capitation,Package,
1350,383300,1351,CPT,PARTIAL REMOVAL OF HAND BONE,,,,,,,26230,,,,,,,,,,facility,outpatient,cash,,,14336.85,,Capitation,Package,
1351,383300,1352,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,gross,,,6204.1,,Capitation,Line,
1352,383300,1353,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,cash,,,6204.1,,Capitation,Line,
1353,383300,1354,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,min,,,879,,Capitation,Line,
1354,383300,1355,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,max,,,879,,Capitation,Line,
1356,383300,1357,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,879,,Capitation,Line,
1357,383300,1358,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,gross,,,13833.29,,Capitation,Package,
1358,383300,1359,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,cash,,,13833.29,,Capitation,Package,
1359,383300,1360,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,min,,,879,,Capitation,Package,
1360,383300,1361,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,max,,,879,,Capitation,Package,
1362,383300,1363,CPT,PARTIAL REMOVAL OF FINGER BONE NEAREST HAND OR MIDDLE OF FINGER,,,,,,,26235,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,879,,Capitation,Package,
1363,383300,1364,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,gross,,,13728.2,,Capitation,Line,
1364,383300,1365,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,cash,,,13728.2,,Capitation,Line,
1365,383300,1366,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,min,,,5038.85,,Capitation,Line,
1366,383300,1367,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,max,,,5038.85,,Capitation,Line,
1368,383300,1369,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,5038.85,,Capitation,Line,
1369,383300,1370,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,gross,,,15129.5,,Capitation,Package,
1370,383300,1371,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,cash,,,15129.5,,Capitation,Package,
1371,383300,1372,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,min,,,5038.85,,Capitation,Package,
1372,383300,1373,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,max,,,5038.85,,Capitation,Package,
1374,383300,1375,CPT,SECONDARY REPAIR OF FINGER TENDON ON UNDERSIDE OF HAND WITH A GRAFT IN ZONE 2,,,,,,,26358,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,5038.85,,Capitation,Package,
1375,383300,1376,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,gross,,,13728.2,,Capitation,Line,
1376,383300,1377,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,cash,,,13728.2,,Capitation,Line,
1377,383300,1378,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,min,,,9496.46,,Capitation,Line,
1378,383300,1379,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,max,,,9496.46,,Capitation,Line,
1380,383300,1381,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,9496.46,,Capitation,Line,
1381,383300,1382,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,gross,,,17975.53,,Capitation,Package,
1382,383300,1383,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,cash,,,17975.53,,Capitation,Package,
1383,383300,1384,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,min,,,9496.46,,Capitation,Package,
1384,383300,1385,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,max,,,9496.46,,Capitation,Package,
1386,383300,1387,CPT,REPAIR OF TENDON ON UNDERSIDE OF FINGER OR HAND WITH IMPLANTED ROD,,,,,,,26390,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,9496.46,,Capitation,Package,
1387,383300,1388,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,gross,,,9768.2,,Capitation,Line,
1388,383300,1389,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,cash,,,9768.2,,Capitation,Line,
1389,383300,1390,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,min,,,422.74,,Capitation,Line,
1390,383300,1391,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,max,,,8498.33,,Capitation,Line,
1392,383300,1393,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,8498.33,,Capitation,Line,
1393,383300,1394,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,422.74,,Capitation,Line,
1394,383300,1395,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,gross,,,10468.4,,Capitation,Package,
1395,383300,1396,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,cash,,,10468.4,,Capitation,Package,
1396,383300,1397,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,min,,,422.74,,Capitation,Package,
1397,383300,1398,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,max,,,8498.33,,Capitation,Package,
1399,383300,1400,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,8498.33,,Capitation,Package,
1400,383300,1401,CPT,REPAIR OF TENDON ON TOP SIDE OF FINGER,,,,,,,26418,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,422.74,,Capitation,Package,
1401,383300,1402,CPT,TRANSFER OF TENDON TO BACK OF HAND,,,,,,,26480,,,,,,,,,,facility,outpatient,gross,,,3886.72,,Capitation,Line,
1402,383300,1403,CPT,TRANSFER OF TENDON TO BACK OF HAND,,,,,,,26480,,,,,,,,,,facility,outpatient,cash,,,3886.72,,Capitation,Line,
1403,383300,1404,CPT,TRANSFER OF TENDON TO BACK OF HAND,,,,,,,26480,,,,,,,,,,facility,outpatient,gross,,,4863.99,,Capitation,Package,
1404,383300,1405,CPT,TRANSFER OF TENDON TO BACK OF HAND,,,,,,,26480,,,,,,,,,,facility,outpatient,cash,,,4863.99,,Capitation,Package,
1405,383300,1406,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,gross,,,4719.06,,Capitation,Line,
1406,383300,1407,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,cash,,,4719.06,,Capitation,Line,
1407,383300,1408,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,min,,,673.92,,Capitation,Line,
1408,383300,1409,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,max,,,673.92,,Capitation,Line,
1410,383300,1411,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,673.92,,Capitation,Line,
1411,383300,1412,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,gross,,,10851.13,,Capitation,Package,
1412,383300,1413,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,cash,,,10851.13,,Capitation,Package,
1413,383300,1414,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,min,,,673.92,,Capitation,Package,
1414,383300,1415,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,max,,,673.92,,Capitation,Package,
1416,383300,1417,CPT,TRANSFER OF TENDON FROM RING FINGER TO THUMB,,,,,,,26490,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,673.92,,Capitation,Package,
1417,383300,1418,CPT,RELEASE OF MUSCLES OF PALM NEAR THUMB,,,,,,,26508,,,,,,,,,,facility,outpatient,gross,,,3960.05,,Capitation,Line,
1418,383300,1419,CPT,RELEASE OF MUSCLES OF PALM NEAR THUMB,,,,,,,26508,,,,,,,,,,facility,outpatient,cash,,,3960.05,,Capitation,Line,
1419,383300,1420,CPT,RELEASE OF MUSCLES OF PALM NEAR THUMB,,,,,,,26508,,,,,,,,,,facility,outpatient,gross,,,5089.66,,Capitation,Package,
1420,383300,1421,CPT,RELEASE OF MUSCLES OF PALM NEAR THUMB,,,,,,,26508,,,,,,,,,,facility,outpatient,cash,,,5089.66,,Capitation,Package,
1421,383300,1422,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,gross,,,4576.08,,Capitation,Line,
1422,383300,1423,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,cash,,,4576.08,,Capitation,Line,
1423,383300,1424,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,min,,,1406.5,,Capitation,Line,
1424,383300,1425,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,max,,,1406.5,,Capitation,Line,
1426,383300,1427,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,1406.5,,Capitation,Line,
1427,383300,1428,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,gross,,,17497.07,,Capitation,Package,
1428,383300,1429,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,cash,,,17497.07,,Capitation,Package,
1429,383300,1430,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,min,,,1406.5,,Capitation,Package,
1430,383300,1431,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,max,,,1406.5,,Capitation,Package,
1432,383300,1433,CPT,"REPAIR OF JOINT CAPSULE OF HAND AND PALM, 1 FINGER",,,,,,,26516,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,1406.5,,Capitation,Package,
1433,383300,1434,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,gross,,,4840.09,,Capitation,Line,
1434,383300,1435,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,cash,,,4840.09,,Capitation,Line,
1435,383300,1436,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,min,,,251.81,,Capitation,Line,
1436,383300,1437,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,max,,,1553,,Capitation,Line,
1438,383300,1439,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,251.81,,Capitation,Line,
1439,383300,1440,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,1553,,Capitation,Line,
1440,383300,1441,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,gross,,,10408,,Capitation,Package,
1441,383300,1442,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,cash,,,10408,,Capitation,Package,
1442,383300,1443,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,min,,,251.81,,Capitation,Package,
1443,383300,1444,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,max,,,1553,,Capitation,Package,
1445,383300,1446,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,251.81,,Capitation,Package,
1446,383300,1447,CPT,REPAIR OF JOINT CAPSULE OF FINGER,,,,,,,26525,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,1553,,Capitation,Package,
1447,383300,1448,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,gross,,,11968.2,,Capitation,Line,
1448,383300,1449,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,cash,,,11968.2,,Capitation,Line,
1449,383300,1450,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,min,,,677.06,,Capitation,Line,
1450,383300,1451,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,max,,,4723.14,,Capitation,Line,
1452,383300,1453,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,677.06,,Capitation,Line,
1453,383300,1454,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,4723.14,,Capitation,Line,
1454,383300,1455,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,gross,,,14935.53,,Capitation,Package,
1455,383300,1456,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,cash,,,14935.53,,Capitation,Package,
1456,383300,1457,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,min,,,677.06,,Capitation,Package,
1457,383300,1458,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,max,,,4723.14,,Capitation,Package,
1459,383300,1460,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,677.06,,Capitation,Package,
1460,383300,1461,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND AND FINGER JOINT,,,,,,,26540,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,4723.14,,Capitation,Package,
1461,383300,1462,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND TO FINGER JOINT WITH GRAFT,,,,,,,26541,,,,,,,,,,facility,outpatient,gross,,,4422.05,,Capitation,Line,
1462,383300,1463,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND TO FINGER JOINT WITH GRAFT,,,,,,,26541,,,,,,,,,,facility,outpatient,cash,,,4422.05,,Capitation,Line,
1463,383300,1464,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND TO FINGER JOINT WITH GRAFT,,,,,,,26541,,,,,,,,,,facility,outpatient,min,,,1257.29,,Capitation,Line,
1464,383300,1465,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND TO FINGER JOINT WITH GRAFT,,,,,,,26541,,,,,,,,,,facility,outpatient,max,,,1257.29,,Capitation,Line,
1466,383300,1467,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND TO FINGER JOINT WITH GRAFT,,,,,,,26541,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,1257.29,,Capitation,Line,
1467,383300,1468,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND TO FINGER JOINT WITH GRAFT,,,,,,,26541,,,,,,,,,,facility,outpatient,gross,,,19690.09,,Capitation,Package,
1468,383300,1469,CPT,REPAIR OF LIGAMENT OF FINGER OR HAND TO FINGER JOINT WITH GRAFT,,,,,,,26541,,,,,,,,,,facility,outpatient,cash,,,19690.09,,Capitation,Package,
