,Hospital,Procedure Code,HCPCS,Code Code,Procedure Name,Affiliation,Cost
2670,Legacy Good Samaritan Medical Center,310,81373,CDM Revenue Code,HC ARC HLA-DQ MOL,Normal Price,749
2671,Legacy Good Samaritan Medical Center,390,P9021,CDM Revenue Code,HC BLD RED CELLS,Normal Price,402
2672,Legacy Good Samaritan Medical Center,390,P9019,CDM Revenue Code,HC BLD PLATELET CONCENTRATE,Normal Price,186
2673,Legacy Good Samaritan Medical Center,300,86965,CDM Revenue Code,HC POOL PRODUCTS PROCESSING,Normal Price,367
2674,Legacy Good Samaritan Medical Center,300,86945,CDM Revenue Code,HC BLOOD PRODUCT IRRADIATION,Normal Price,95
2675,Legacy Good Samaritan Medical Center,390,P9059,CDM Revenue Code,HC BLD RC FRESH FROZN PLASMA UNITS,Normal Price,320
2676,Legacy Good Samaritan Medical Center,390,P9059,CDM Revenue Code,HC FRESH FROZEN PLASMA DOSE,Normal Price,320
2677,Legacy Good Samaritan Medical Center,390,P9059,CDM Revenue Code,HC FRESH FROZEN PLASMA PEDIATRIC DOSE,Normal Price,320
2678,Legacy Good Samaritan Medical Center,390,P9016,CDM Revenue Code,HC AUTOLOGOUS RED CELLS CPD,Normal Price,569
2679,Legacy Good Samaritan Medical Center,390,P9022,CDM Revenue Code,HC AUTOLOGOUS RED CELLS WASHED,Normal Price,731
2680,Legacy Good Samaritan Medical Center,390,P9037,CDM Revenue Code,HC PLATELETPHERESIS LEUKO IRRAD DIVIDED,Normal Price,"1,066"
2681,Legacy Good Samaritan Medical Center,390,P9037,CDM Revenue Code,HC PLATELETPHERESIS LEUKO IRRADIATED,Normal Price,"1,210"
2682,Legacy Good Samaritan Medical Center,390,P9039,CDM Revenue Code,HC AUTOLOGOUS RED CELLS DEGLYCERIZED,Normal Price,758
2683,Legacy Good Samaritan Medical Center,390,P9040,CDM Revenue Code,HC RED CELLS LEUKOREDUCED IRRAD DIVIDED,Normal Price,443
2684,Legacy Good Samaritan Medical Center,390,P9040,CDM Revenue Code,HC RED CELLS LEUKOREDUCED IRRADIATED,Normal Price,552
2685,Legacy Good Samaritan Medical Center,390,P9044,CDM Revenue Code,HC PLASMA CPD CRYO RED,Normal Price,325
2686,Legacy Good Samaritan Medical Center,390,P9054,CDM Revenue Code,HC RED CELLS DEGLYC LEUKOREDUCED,Normal Price,767
2687,Legacy Good Samaritan Medical Center,390,P9057,CDM Revenue Code,HC RED CELLS DEGLYC IRR LEUKOREDUCED,Normal Price,823
2688,Legacy Good Samaritan Medical Center,390,P9057,CDM Revenue Code,HC RED CELLS IRR LEUKOREDUCED WASHED,Normal Price,697
2689,Legacy Good Samaritan Medical Center,390,P9039,CDM Revenue Code,HC RED CELL DG,Normal Price,767
2690,Legacy Good Samaritan Medical Center,300,36415,CDM Revenue Code,HC PHLEBOTOMY SPECIMEN FEE,Normal Price,30
2691,Legacy Good Samaritan Medical Center,301,80061,CDM Revenue Code,HC NMR LIPID PROFILE 80061,Normal Price,13
2692,Legacy Good Samaritan Medical Center,301,80307,CDM Revenue Code,HC URINE PAIN MEDICATION SCREEN,Normal Price,323
2693,Legacy Good Samaritan Medical Center,301,80307,CDM Revenue Code,HC URINE PAIN MEDICATION PRESUMPT QUICK PANR,Normal Price,101
2694,Legacy Good Samaritan Medical Center,310,81291,CDM Revenue Code,HC METHYLENETETRAHYDROFOLATE REDUCTASE PCR,Normal Price,151
2695,Legacy Good Samaritan Medical Center,300,86985,CDM Revenue Code,HC ALIQUOT PROCESSING FEE,Normal Price,186
2696,Legacy Good Samaritan Medical Center,399,-1,CDM Revenue Code,HC MTP RESPONSE FEE,Normal Price,408
2697,Legacy Good Samaritan Medical Center,310,81382,CDM Revenue Code,HC CELIAC DISEASE GENOTYPING 81382,Normal Price,153
2698,Legacy Good Samaritan Medical Center,310,81401,CDM Revenue Code,HC APOLIPOPROTEIN E CARDIO RISK GENOTYPING,Normal Price,125
2699,Legacy Good Samaritan Medical Center,310,81401,CDM Revenue Code,HC MYOTONIC DYSTROPHY 1 DNA,Normal Price,604
2700,Legacy Good Samaritan Medical Center,310,81401,CDM Revenue Code,HC PROMETHEUS CROHNS PROGNOSTIC,Normal Price,71
2701,Legacy Good Samaritan Medical Center,310,81479,CDM Revenue Code,HC PROMETHEUS IBD SGI 81479,Normal Price,21
2702,Legacy Good Samaritan Medical Center,301,82397,CDM Revenue Code,HC PTH-RELATED PEPTIDE,Normal Price,52
2703,Legacy Good Samaritan Medical Center,301,82397,CDM Revenue Code,HC CELIAC PLUS 82397,Normal Price,19
2704,Legacy Good Samaritan Medical Center,301,82397,CDM Revenue Code,HC PROMETHEUS FIBROSPECT 82397,Normal Price,75
2705,Legacy Good Samaritan Medical Center,300,86901,CDM Revenue Code,HC RH TYPE,Normal Price,91
2706,Legacy Good Samaritan Medical Center,301,82397,CDM Revenue Code,HC PROMETHEUS IBD SGI 82397,Normal Price,21
2707,Legacy Good Samaritan Medical Center,301,82523,CDM Revenue Code,HC U N-TELOPEPTIDE CROSSLINKED,Normal Price,120
2708,Legacy Good Samaritan Medical Center,301,82977,CDM Revenue Code,HC HCV FIBROSURE 82977,Normal Price,12
2709,Legacy Good Samaritan Medical Center,301,82985,CDM Revenue Code,HC FRUCTOSAMINE,Normal Price,42
2710,Legacy Good Samaritan Medical Center,301,83520,CDM Revenue Code,HC PROMETHEUS CROHNS PROGNOSTIC 83520,Normal Price,71
2711,Legacy Good Samaritan Medical Center,301,83520,CDM Revenue Code,HC PROMETHEUS FIBROSPECT 83520,Normal Price,75
2712,Legacy Good Samaritan Medical Center,301,83520,CDM Revenue Code,HC PROMETHEUS IBD SGI 83520,Normal Price,21
2713,Legacy Good Samaritan Medical Center,301,83704,CDM Revenue Code,HC NMR LIPOPROFILE,Normal Price,66
2714,Legacy Good Samaritan Medical Center,301,83721,CDM Revenue Code,HC LOW DENSITY LIPOPROTEIN CHOLESTEROL DIRECT,Normal Price,43
2715,Legacy Good Samaritan Medical Center,302,86140,CDM Revenue Code,HC PROMETHEUS IBD SGI DIAGNOSTIC,Normal Price,22
2716,Legacy Good Samaritan Medical Center,302,86316,CDM Revenue Code,HC URINE NMP22,Normal Price,88
2717,Legacy Good Samaritan Medical Center,302,86356,CDM Revenue Code,HC PAROXYSMAL NOCTURNAL HEMOGLOBINURIA PANEL,Normal Price,74
2718,Legacy Good Samaritan Medical Center,302,86356,CDM Revenue Code,HC PNH RBC 86356,Normal Price,74
2719,Legacy Good Samaritan Medical Center,302,86356,CDM Revenue Code,HC PNH WBC 86356,Normal Price,40
2720,Legacy Good Samaritan Medical Center,302,86701,CDM Revenue Code,HC HIV-1 AB,Normal Price,75
2721,Legacy Good Samaritan Medical Center,302,86702,CDM Revenue Code,HC HIV-2 AB,Normal Price,75
2722,Legacy Good Samaritan Medical Center,300,89230,CDM Revenue Code,HC SWEAT CHLORIDE LEVEL,Normal Price,26
2723,Legacy Good Samaritan Medical Center,390,P9022,CDM Revenue Code,HC WASHED CELLS,Normal Price,578
2724,Legacy Good Samaritan Medical Center,390,P9035,CDM Revenue Code,HC BLD PLATELETPHERESIS,Normal Price,949
2725,Legacy Good Samaritan Medical Center,390,P9073,CDM Revenue Code,HC PATHOGEN-REDUCED PLATELET PHERESIS,Normal Price,"1,210"
2726,Legacy Good Samaritan Medical Center,390,P9073,CDM Revenue Code,HC PATHOGEN-REDUCED PLATELET PHERESIS DIVIDED,Normal Price,"1,066"
2727,Legacy Good Samaritan Medical Center,390,P9037,CDM Revenue Code,HC BACTERIA-MONITORED PLATELET PHERESIS,Normal Price,"1,210"
2728,Legacy Good Samaritan Medical Center,390,P9037,CDM Revenue Code,HC BACTERIA-MONITORED PLATELET PHERESIS DIVIDED,Normal Price,"1,066"
2729,Legacy Good Samaritan Medical Center,390,P9010,CDM Revenue Code,HC BLD WHOLE BLOOD AUTOLGUS,Normal Price,393
2730,Legacy Good Samaritan Medical Center,302,86860,CDM Revenue Code,HC ANTIBODY-ELUTATE,Normal Price,635
2731,Legacy Good Samaritan Medical Center,390,P9012,CDM Revenue Code,HC BLD POOLED CRYOPRECIPITATE,Normal Price,877
2732,Legacy Good Samaritan Medical Center,300,86921,CDM Revenue Code,HC CROSSMATCH IGG,Normal Price,623
2733,Legacy Good Samaritan Medical Center,300,86985,CDM Revenue Code,HC RED CELL PREPARATION,Normal Price,290
2734,Legacy Good Samaritan Medical Center,300,86890,CDM Revenue Code,HC SETUP AUTOLOGOUS PRODUCTS,Normal Price,538
2735,Legacy Good Samaritan Medical Center,300,86927,CDM Revenue Code,HC PRODUCT PROCESSING-THAW,Normal Price,365
2736,Legacy Good Samaritan Medical Center,305,86078,CDM Revenue Code,HC TRANSFUSION RX INVESTIGATION,Normal Price,212
2737,Legacy Good Samaritan Medical Center,302,86817,CDM Revenue Code,HC HLA DR2 SCREEN ARC,Normal Price,273
2738,Legacy Good Samaritan Medical Center,310,81376,CDM Revenue Code,HC ARC HLA-DR TYPING BONE MARROW,Normal Price,"1,416"
2739,Legacy Good Samaritan Medical Center,302,81373,CDM Revenue Code,HC ARC HLA-A MOL,Normal Price,412
2740,Legacy Good Samaritan Medical Center,310,81479,CDM Revenue Code,HC BB GENOTYPE COMPLETE REFERENCE LAB,Normal Price,560
2741,Legacy Good Samaritan Medical Center,300,86922,CDM Revenue Code,HC PEG ELECTRONIC CROSSMATCH,Normal Price,186
2742,Legacy Good Samaritan Medical Center,300,86923,CDM Revenue Code,HC ELECTRONIC CROSSMATCH,Normal Price,200
2743,Legacy Good Samaritan Medical Center,390,P9035,CDM Revenue Code,HC BLD PLATELETPHERESIS ACDA PASC LR,Normal Price,N/A
2744,Legacy Good Samaritan Medical Center,390,P9037,CDM Revenue Code,HC BLD PLATELETPHERESIS ACDA PASC LR IRR,Normal Price,N/A
2745,Legacy Good Samaritan Medical Center,390,P9035,CDM Revenue Code,HC BLD PLATELETPHER RDC LEUK,Normal Price,"1,151"
2746,Legacy Good Samaritan Medical Center,390,P9035,CDM Revenue Code,HC BLD PLATELTPHER RDC DOSE,Normal Price,905
2747,Legacy Good Samaritan Medical Center,390,P9021,CDM Revenue Code,HC BLD RED CELLS DOSE,Normal Price,398
2748,Legacy Good Samaritan Medical Center,390,P9016,CDM Revenue Code,HC RED CELLS LEUKOPOOR AUTOLOGOUS,Normal Price,731
2749,Legacy Good Samaritan Medical Center,390,P9016,CDM Revenue Code,HC RED CELLS LEUKOPOOR NON-AUTOLOGOUS,Normal Price,492
2750,Legacy Good Samaritan Medical Center,390,P9016,CDM Revenue Code,HC RCL DOSE,Normal Price,336
2751,Legacy Good Samaritan Medical Center,302,86022,CDM Revenue Code,HC HLA NEW PT WORKUP-PLATELET ANTIBODY,Normal Price,377
2752,Legacy Good Samaritan Medical Center,310,81373,CDM Revenue Code,HC ARC HLA MOLECULAR HLA-B LOCUS,Normal Price,412
2753,Legacy Good Samaritan Medical Center,310,81373,CDM Revenue Code,HC ARC HLA MOLECULAR HLA-C LOCUS,Normal Price,412
2754,Legacy Good Samaritan Medical Center,390,86022,CDM Revenue Code,HC ARC HLA PLATELET ANTIBODY SCREEN,Normal Price,331
2755,Legacy Good Samaritan Medical Center,302,86022,CDM Revenue Code,HC BB PS REF PLATELET ANTIBODIES - ADVANCED,Normal Price,252
2756,Legacy Good Samaritan Medical Center,302,86828,CDM Revenue Code,HC BB PS REF HLA ABSC,Normal Price,297
2757,Legacy Good Samaritan Medical Center,302,86830,CDM Revenue Code,HC BB PS REF HLA CLASS I ABID,Normal Price,211
2758,Legacy Good Samaritan Medical Center,302,86850,CDM Revenue Code,HC BB PS REF ABSC,Normal Price,113
2759,Legacy Good Samaritan Medical Center,302,86860,CDM Revenue Code,HC BB PS REF ELUTION,Normal Price,248
2760,Legacy Good Samaritan Medical Center,302,86880,CDM Revenue Code,HC BB PS REF DAT,Normal Price,84
2761,Legacy Good Samaritan Medical Center,302,86886,CDM Revenue Code,HC BB PS REF AB TITER,Normal Price,340
2762,Legacy Good Samaritan Medical Center,300,86900,CDM Revenue Code,HC BB PS REF ABO TYPING,Normal Price,146
2763,Legacy Good Samaritan Medical Center,300,86901,CDM Revenue Code,HC BB PS REF RH TYPING,Normal Price,55
2764,Legacy Good Samaritan Medical Center,300,86905,CDM Revenue Code,HC BB PS REF PT PHENOTYPE,Normal Price,377
2765,Legacy Good Samaritan Medical Center,300,86906,CDM Revenue Code,HC BB PS REF RH PHENO COMPLETE,Normal Price,283
2766,Legacy Good Samaritan Medical Center,300,86970,CDM Revenue Code,HC BB PS REF CHEM RBC,Normal Price,91
2767,Legacy Good Samaritan Medical Center,302,86978,CDM Revenue Code,HC BB PS REF ALLOABSORPTION,Normal Price,437
2768,Legacy Good Samaritan Medical Center,305,85660,CDM Revenue Code,HC BB PS REF HEMOGLOBIN S,Normal Price,102
2769,Legacy Good Samaritan Medical Center,300,86904,CDM Revenue Code,HC BB PS REF SCREEN RBC,Normal Price,123
2770,Legacy Good Samaritan Medical Center,300,86972,CDM Revenue Code,HC BB PS REF RETIC SEPARATION,Normal Price,200
2771,Legacy Good Samaritan Medical Center,302,86977,CDM Revenue Code,HC BB PS REF NEUTRALIZATION,Normal Price,200
2772,Legacy Good Samaritan Medical Center,300,86978,CDM Revenue Code,HC BB PS REF AUTOABSORPTION,Normal Price,437
2773,Legacy Good Samaritan Medical Center,310,81372,CDM Revenue Code,HC BB PS REF HLA CLASS 1,Normal Price,763
2774,Legacy Good Samaritan Medical Center,310,81375,CDM Revenue Code,HC BB PS REF HLA CLASS 2,Normal Price,601
2775,Legacy Good Samaritan Medical Center,302,86831,CDM Revenue Code,HC BB PS REF HLA CLASS II ABID,Normal Price,181
2776,Legacy Good Samaritan Medical Center,302,86832,CDM Revenue Code,HC BB PS REF PLT ABSC - BASIC,Normal Price,380
2777,Legacy Good Samaritan Medical Center,302,86832,CDM Revenue Code,HC BB PS REF HLA CLASS I HIGH DEFIN QUAL,Normal Price,333
2778,Legacy Good Samaritan Medical Center,300,86902,CDM Revenue Code,HC BB PS REF SCREEN AG NEG UNITS,Normal Price,377
2779,Legacy Good Samaritan Medical Center,300,86971,CDM Revenue Code,HC BB PS REF ENZYME,Normal Price,377
2780,Legacy Good Samaritan Medical Center,300,86900,CDM Revenue Code,HC ARC ABO TYPE CHG,Normal Price,145
2781,Legacy Good Samaritan Medical Center,300,86901,CDM Revenue Code,HC ARC RH TYPE CHG,Normal Price,55
2782,Legacy Good Samaritan Medical Center,300,86906,CDM Revenue Code,HC ARC RH PHENOTYPE COMPLETE CHG,Normal Price,80
2783,Legacy Good Samaritan Medical Center,300,86905,CDM Revenue Code,HC ARC PT PHENOTYPE-OTHER THAN ABO/D C,Normal Price,377
2784,Legacy Good Samaritan Medical Center,300,86880,CDM Revenue Code,HC ARC DAT EACH ANTISERA CHG,Normal Price,84
2785,Legacy Good Samaritan Medical Center,302,86860,CDM Revenue Code,HC ARC ELUTION CHG,Normal Price,200
2786,Legacy Good Samaritan Medical Center,302,86850,CDM Revenue Code,HC ARC ANTIBODY SCREEN CHG,Normal Price,113
2787,Legacy Good Samaritan Medical Center,300,86870,CDM Revenue Code,HC REF ANTIBODY ID EACH PANEL CHG,Normal Price,377
2788,Legacy Good Samaritan Medical Center,300,86999,CDM Revenue Code,HC ARC CONSULTATION CHG,Normal Price,83
2789,Legacy Good Samaritan Medical Center,300,86970,CDM Revenue Code,HC ARC PRETREAT WITH ENZYME PER CELL C,Normal Price,47
2790,Legacy Good Samaritan Medical Center,300,86970,CDM Revenue Code,HC ARC PRETREATMENT OF RBC'S CHEMICAL/,Normal Price,75
2791,Legacy Good Samaritan Medical Center,302,86975,CDM Revenue Code,HC ARC INCUBATION OF SERUM WITH DRUGS,Normal Price,137
2792,Legacy Good Samaritan Medical Center,302,86978,CDM Revenue Code,HC ARC DIFFERENTIAL ADSOPTION OF SERUM,Normal Price,123
2793,Legacy Good Samaritan Medical Center,302,86977,CDM Revenue Code,HC ARC INHIBITION OF SERUM CHG,Normal Price,162
2794,Legacy Good Samaritan Medical Center,300,86972,CDM Revenue Code,HC ARC RETICULOYTE SEPARATION CHG,Normal Price,162
2795,Legacy Good Samaritan Medical Center,300,86905,CDM Revenue Code,HC ARC RBC ANTIGEN TYPE PER ANTIGEN PE,Normal Price,377
2796,Legacy Good Samaritan Medical Center,300,86904,CDM Revenue Code,HC ARC PRESELECTED UNIT SCREEN WITH PT,Normal Price,126
2797,Legacy Good Samaritan Medical Center,305,85660,CDM Revenue Code,HC ARC HEMOGLOBIN S PER TEST CHG,Normal Price,81
2798,Legacy Good Samaritan Medical Center,300,86999,CDM Revenue Code,HC ARC HIGH INCIDENCE NEGATIVE PER UNI,Normal Price,422
2799,Legacy Good Samaritan Medical Center,300,86886,CDM Revenue Code,HC ARC INDIRECT TITER,Normal Price,162
2800,Legacy Good Samaritan Medical Center,302,86830,CDM Revenue Code,HC ARC HLA PRA/ID,Normal Price,378
2801,Legacy Good Samaritan Medical Center,302,86828,CDM Revenue Code,HC ARC HLA I ABSC,Normal Price,120
2802,Legacy Good Samaritan Medical Center,302,86828,CDM Revenue Code,HC ARC HLA II ABSC,Normal Price,120
2803,Legacy Good Samaritan Medical Center,300,86900,CDM Revenue Code,HC ABO GROUPING,Normal Price,168
2804,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NCH AUTOPSY SUMMARY REPORT,Normal Price,N/A
2805,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NCH AUTOPSY GROSS DESCRIPTION REPOR,Normal Price,N/A
2806,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NCH AUTOPSY MICROSCOPIC REPORT,Normal Price,N/A
2807,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NCH IHC STAIN,Normal Price,N/A
2808,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NCH IHC DUAL STAIN,Normal Price,N/A
2809,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NCH ISH STAIN,Normal Price,N/A
2810,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NCH SPECIAL STAIN,Normal Price,N/A
2811,Legacy Good Samaritan Medical Center,311,88175,CDM Revenue Code,HC THIN PREP AUTOMATED,Normal Price,198
2812,Legacy Good Samaritan Medical Center,312,88323,CDM Revenue Code,HC CONSULTATION/REPORT W/SLIDE PREP,Normal Price,871
2813,Legacy Good Samaritan Medical Center,999,86078,CDM Revenue Code,HC NC INVIVO XM-INTERP,Normal Price,N/A
2814,Legacy Good Samaritan Medical Center,999,86079,CDM Revenue Code,HC NC TRANSFUSION RX-INTERP,Normal Price,N/A
2815,Legacy Good Samaritan Medical Center,999,85060,CDM Revenue Code,HC NC CONSULT BLOOD SMEAR,Normal Price,N/A
2816,Legacy Good Samaritan Medical Center,999,88321,CDM Revenue Code,HC NC CONSULTATION ELECTROP,Normal Price,N/A
2817,Legacy Good Samaritan Medical Center,999,85097,CDM Revenue Code,HC NC CONSULTATION LIMITED,Normal Price,N/A
2818,Legacy Good Samaritan Medical Center,999,88325,CDM Revenue Code,HC NC CONSULTATION COMPREHE,Normal Price,N/A
2819,Legacy Good Samaritan Medical Center,999,88291,CDM Revenue Code,HC NC CYTOGENTICS INTERP RPT PATH ONLY,Normal Price,N/A
2820,Legacy Good Samaritan Medical Center,999,88141,CDM Revenue Code,HC NC PAP PATHOLOGIST INTERPRETATION,Normal Price,N/A
2821,Legacy Good Samaritan Medical Center,312,88348,CDM Revenue Code,HC ELECTRON MICROSCOPY SCANNING PARTIA,Normal Price,"1,222"
2822,Legacy Good Samaritan Medical Center,999,89321,CDM Revenue Code,HC NC SPERM PRESENCE,Normal Price,N/A
2823,Legacy Good Samaritan Medical Center,999,G9418,CDM Revenue Code,HC NC PATHOLOGY LUNGCX BX RPT DOCS CLASS,Normal Price,N/A
2824,Legacy Good Samaritan Medical Center,999,G9419,CDM Revenue Code,HC NC PATHOLOGY MED REAS NO RPT HISTO TYPE,Normal Price,N/A
2825,Legacy Good Samaritan Medical Center,999,G9420,CDM Revenue Code,HC NC PATHOLOGY SPEC SITE NO LUNG,Normal Price,N/A
2826,Legacy Good Samaritan Medical Center,999,G9421,CDM Revenue Code,HC NC PATHOLOGY LUNG CX BX RPT NO DOC CLASS,Normal Price,N/A
2827,Legacy Good Samaritan Medical Center,999,G9422,CDM Revenue Code,HC NC PATHOLOGY RPT DOC CLASS HISTO TYPE,Normal Price,N/A
2828,Legacy Good Samaritan Medical Center,999,G9423,CDM Revenue Code,HC NC PATHOLOGY MED REAS RPT NO HISTO TYPE,Normal Price,N/A
2829,Legacy Good Samaritan Medical Center,999,G9424,CDM Revenue Code,HC NC PATHOLOGY SITE NO LUNG OR LUNG CX,Normal Price,N/A
2830,Legacy Good Samaritan Medical Center,999,G9425,CDM Revenue Code,HC NC PATHOLOGY SPEC RPT NO DOC CLASS HISTO,Normal Price,N/A
2831,Legacy Good Samaritan Medical Center,999,G9428,CDM Revenue Code,HC NC PATHOLOGY RPT PT CAT AND PT1,Normal Price,N/A
2832,Legacy Good Samaritan Medical Center,999,G9429,CDM Revenue Code,HC NC PATHOLOGY DOC MED REAS NO PT CAT,Normal Price,N/A
2833,Legacy Good Samaritan Medical Center,999,G9430,CDM Revenue Code,HC NC PATHOLOGY SPEC SITE NO CUTANEOUS,Normal Price,N/A
2834,Legacy Good Samaritan Medical Center,999,G9431,CDM Revenue Code,HC NC PATHOLOGY NO PT CAT AND  PT1,Normal Price,N/A
2835,Legacy Good Samaritan Medical Center,999,G0452,CDM Revenue Code,HC NC BRAF GENE ANALYSIS INTERPRETATION,Normal Price,N/A
2836,Legacy Good Samaritan Medical Center,999,G0452,CDM Revenue Code,HC NC MGMT METHYLATION REPORT,Normal Price,N/A
2837,Legacy Good Samaritan Medical Center,999,G0452,CDM Revenue Code,HC NC MLH1 HYPERMETHYLATION REPORT,Normal Price,N/A
2838,Legacy Good Samaritan Medical Center,311,88166,CDM Revenue Code,HC PAP  VC CYTOLOGY  SMEAR,Normal Price,N/A
2839,Legacy Good Samaritan Medical Center,999,85097,CDM Revenue Code,HC NC BM ASPIRATE SMEAR INTERP 85097,Normal Price,N/A
2840,Legacy Good Samaritan Medical Center,311,88161,CDM Revenue Code,HC CYTO SMEAR PREP/SCREEN/INTERP 88161,Normal Price,121
2841,Legacy Good Samaritan Medical Center,311,88165,CDM Revenue Code,HC PAPCYTOPATHOLOGY WITH MANUAL RESCRE,Normal Price,N/A
2842,Legacy Good Samaritan Medical Center,311,88142,CDM Revenue Code,HC VC CYTOLOGY PAP -THIN PREP,Normal Price,38
2843,Legacy Good Samaritan Medical Center,311,88161,CDM Revenue Code,HC CPT 88161-59 CYTOPATH PREP/SCR/INTP,Normal Price,109
2844,Legacy Good Samaritan Medical Center,999,88187,CDM Revenue Code,HC NC PHY FLOW INTERP 2-8 MARKERS,Normal Price,N/A
2845,Legacy Good Samaritan Medical Center,999,88188,CDM Revenue Code,HC NC PHY FLOW INTERP 9-15 MARKERS,Normal Price,N/A
2846,Legacy Good Samaritan Medical Center,999,88189,CDM Revenue Code,HC NC PHY FLOW INTERP 16 > MARKERS,Normal Price,N/A
2847,Legacy Good Samaritan Medical Center,311,88104,CDM Revenue Code,HC NON GYN CYTOLOGY,Normal Price,232
2848,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NC PHYS INTERP HGB ELP,Normal Price,N/A
2849,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC NC PHYS INTERP PELP,Normal Price,N/A
